InvoiceNo,InvoiceDate,CustomerID,Quantity,UnitPrice
202330,2022-04-06,10114,1,10.35
204841,2022-09-19,10493,1,29.41
203606,2022-12-31,10075,7,55.37
208468,2022-12-19,10413,5,27.22
200060,2022-10-15,10376,3,33.59
203927,2022-03-24,10420,7,40.88
206296,2022-08-13,10217,2,19.93
202591,2022-08-11,10277,3,45.22
208758,2022-04-28,10249,1,75.08
209763,2022-07-11,10164,8,30.37
206121,2022-03-20,10394,2,18.83
201200,2022-03-19,10357,7,32.03
202854,2022-05-27,10457,9,10.89
207024,2022-04-17,10408,6,39.19
209428,2022-09-28,10192,2,41.52
206972,2022-09-01,10227,2,76.54
200136,2022-03-14,10177,9,30.05
201029,2022-12-23,10099,10,40.62
202594,2022-12-20,10496,8,21.53
207206,2022-01-26,10036,9,27.71
200661,2022-07-29,10466,4,15.45
202472,2022-04-02,10497,4,30.04
200086,2022-05-05,10487,2,28.43
206219,2022-03-14,10096,10,38.46
208143,2022-05-03,10152,1,24.24
206968,2022-11-05,10151,10,34.52
202773,2022-07-03,10190,4,28.03
201700,2022-07-06,10224,10,28.06
202700,2022-07-17,10037,10,34.47
206815,2022-03-19,10268,8,33.79
201647,2022-12-14,10369,2,48.45
206038,2022-07-05,10183,8,31.18
205164,2022-12-10,10013,1,27.8
205520,2022-09-10,10279,1,30.25
203687,2022-01-13,10217,4,23.17
200596,2022-10-26,10355,7,27.66
204545,2022-03-17,10361,9,91.43
208676,2022-02-20,10286,5,20.98
208837,2022-10-02,10273,2,28.81
204757,2022-05-29,10369,7,27.28
204384,2022-08-07,10062,2,29.27
208912,2022-05-02,10084,9,28.06
204733,2022-07-30,10368,9,38.08
207081,2022-10-07,10217,3,14.08
208690,2022-01-26,10342,8,55.62
207117,2022-06-22,10397,4,45.44
204729,2022-06-05,10187,3,17.79
201673,2022-08-26,10019,1,10.65
208306,2022-03-23,10177,5,20.32
209928,2022-12-22,10100,4,29.33
207178,2022-09-30,10396,1,120.32
202294,2022-03-09,10445,10,43.45
203630,2022-02-13,10233,8,13.41
200146,2022-03-02,10403,8,23.46
203453,2022-05-03,10076,8,32.25
204507,2022-12-15,10265,3,37.59
205783,2022-07-15,10455,6,17.16
207751,2022-11-26,10284,7,30.95
205628,2022-11-19,10206,9,23.13
208328,2022-04-21,10223,5,19.07
203360,2022-09-15,10384,9,37.71
203005,2022-03-30,10052,6,48.76
203552,2022-07-17,10339,10,50.43
200018,2022-10-09,10367,10,44.13
202242,2022-07-19,10144,10,25.82
206318,2022-04-09,10373,4,47.34
205097,2022-01-27,10069,1,38.65
208640,2022-03-30,10099,1,35.41
201948,2022-05-26,10396,10,24.39
209137,2022-07-01,10025,5,25.83
205618,2022-09-14,10436,3,34.36
204236,2022-07-08,10379,5,112.16
206901,2022-08-28,10469,5,38.5
201920,2022-12-25,10484,1,24.4
204188,2022-07-15,10053,8,21.84
200238,2022-10-24,10151,5,25.9
200204,2022-06-14,10144,5,98.36
205552,2022-11-03,10057,9,27.12
204927,2022-09-28,10039,8,52.11
204390,2022-01-08,10109,1,27.44
202687,2022-02-07,10181,3,37.74
204951,2022-04-24,10042,7,49.2
206160,2022-12-05,10186,1,24.88
205388,2022-02-25,10423,1,24.03
209540,2022-12-25,10398,5,75.9
205126,2022-05-18,10223,9,54.18
200816,2022-04-12,10122,6,49.17
209012,2022-11-30,10133,10,49.09
200192,2022-06-26,10163,2,41.67
201776,2022-06-18,10215,9,90.82
203645,2022-12-05,10221,6,33.85
206314,2022-10-13,10235,5,44.2
208442,2022-09-18,10331,5,16.03
201788,2022-08-11,10146,3,21.92
207374,2022-07-18,10239,6,18.17
203700,2022-07-30,10076,4,62.62
209359,2022-10-14,10009,10,9.24
203893,2022-06-29,10074,2,27.08
206811,2022-09-07,10442,3,7.41
209288,2022-08-19,10492,9,21.85
202679,2022-01-23,10401,9,25.91
203904,2022-02-17,10253,6,66.18
207260,2022-04-19,10230,10,40.38
200504,2022-10-23,10007,10,21.83
209813,2022-01-06,10174,9,56.43
209579,2022-02-07,10141,4,33.41
206773,2022-06-18,10168,5,33.74
203816,2022-12-22,10170,10,18.15
200717,2022-10-10,10393,6,20.19
204434,2022-07-22,10434,9,21.92
200658,2022-11-21,10283,5,33.89
205057,2022-11-09,10122,8,34.43
204008,2022-09-30,10194,1,71.67
204994,2022-09-01,10005,5,40.15
204234,2022-11-23,10029,10,8.55
203764,2022-02-16,10165,1,37.76
204637,2022-09-06,10422,10,16.04
202104,2022-03-20,10339,6,20.43
209447,2022-04-20,10136,7,22.06
206801,2022-01-13,10496,5,23.77
208575,2022-12-31,10365,1,16.65
202607,2022-03-31,10321,6,36.66
208385,2022-12-08,10342,10,16.36
203719,2022-12-14,10500,5,39.58
202581,2022-10-07,10145,6,101.34
202565,2022-08-09,10327,10,17.04
202763,2022-03-14,10217,7,28.72
206328,2022-08-22,10301,7,9.38
205991,2022-09-17,10132,2,28.49
203406,2022-04-23,10292,3,45.67
208923,2022-02-15,10070,6,47.48
204780,2022-10-01,10252,3,34.42
204177,2022-02-12,10415,2,51.66
206476,2022-07-27,10275,4,118.28
202604,2022-12-15,10445,5,77.96
208181,2022-04-13,10364,10,25.5
202382,2022-05-04,10182,9,16.03
200531,2022-01-10,10167,3,27.03
206079,2022-11-25,10091,3,20.63
200634,2022-07-06,10202,6,41.5
209961,2022-01-31,10346,5,18.35
200002,2022-06-05,10019,6,31.93
208397,2022-03-01,10039,7,50.35
205951,2022-09-06,10126,3,31.49
205626,2022-09-27,10451,5,20.63
207739,2022-08-05,10173,8,59.59
206003,2022-01-02,10141,4,12.94
202890,2022-01-24,10242,10,28.11
206239,2022-07-25,10220,2,32.43
208026,2022-11-16,10126,4,33.38
203306,2022-07-18,10058,2,36.24
200897,2022-12-22,10148,3,44.94
209277,2022-04-24,10476,4,32.53
209471,2022-10-07,10456,4,27.55
200670,2022-06-04,10317,10,27.01
207291,2022-06-14,10383,9,24.39
201505,2022-08-10,10361,10,49.1
206460,2022-04-01,10423,6,23.97
205167,2022-06-16,10001,9,50.57
205255,2022-07-26,10387,4,33.43
200249,2022-10-09,10461,9,25.52
206457,2022-03-06,10348,9,45.11
201892,2022-01-04,10190,6,23.02
203439,2022-06-06,10191,5,45.56
202854,2022-09-06,10369,3,36.83
209695,2022-09-14,10409,5,24.58
203792,2022-08-23,10312,3,43.13
205330,2022-11-02,10417,5,43.52
207871,2022-03-15,10422,5,59.07
208235,2022-07-06,10117,2,53.68
203612,2022-03-03,10134,9,42.34
202618,2022-12-03,10058,7,18.84
204678,2022-06-13,10044,6,112.65
203163,2022-02-25,10173,5,16.41
209480,2022-04-21,10160,4,53.23
202942,2022-08-06,10173,8,41.08
208411,2022-08-28,10317,2,18.41
201925,2022-01-21,10303,8,31.12
202972,2022-05-21,10149,1,31.84
200990,2022-09-22,10080,10,63.61
201812,2022-05-19,10374,1,23.18
208995,2022-03-11,10213,3,29.05
200489,2022-04-28,10203,5,10.3
205876,2022-07-17,10252,6,78.84
209685,2022-07-24,10229,4,19.39
203645,2022-08-02,10164,7,39.0
207081,2022-02-25,10227,7,31.48
202891,2022-10-14,10147,2,31.53
209897,2022-10-20,10020,2,49.65
203516,2022-06-24,10441,2,76.37
203340,2022-12-13,10402,2,37.55
206410,2022-05-08,10047,9,45.95
200053,2022-11-21,10233,5,39.03
202575,2022-10-19,10305,8,55.08
200615,2022-10-15,10014,5,26.27
205944,2022-08-14,10143,5,56.7
207404,2022-03-05,10415,1,57.7
200954,2022-02-17,10001,6,56.9
201629,2022-07-21,10373,4,23.81
206859,2022-12-03,10054,3,30.44
208841,2022-03-01,10374,6,37.33
203278,2022-09-14,10259,2,16.69
205455,2022-03-06,10144,8,73.51
203801,2022-08-27,10471,1,32.91
202561,2022-10-16,10441,9,38.17
206539,2022-02-07,10459,8,24.82
200370,2022-01-25,10012,1,17.06
200857,2022-02-28,10330,10,24.48
204886,2022-12-23,10224,9,36.95
207485,2022-10-24,10272,2,46.37
200383,2022-06-07,10456,3,35.91
204334,2022-02-26,10358,2,39.38
204290,2022-02-17,10460,8,27.98
202725,2022-11-24,10408,2,42.44
206204,2022-02-25,10156,10,69.51
206111,2022-03-06,10373,2,47.11
204251,2022-09-25,10008,1,49.64
200922,2022-03-10,10122,7,38.36
202915,2022-08-04,10348,2,15.62
207957,2022-03-30,10164,10,19.64
203046,2022-10-08,10090,5,41.57
209166,2022-09-14,10136,5,32.93
201230,2022-06-09,10186,3,41.26
207647,2022-08-22,10316,3,76.57
204933,2022-05-11,10178,3,47.61
209555,2022-02-18,10028,6,62.14
203940,2022-05-27,10220,4,34.72
206483,2022-11-12,10357,3,22.12
200203,2022-01-02,10041,2,32.17
200160,2022-11-25,10228,3,22.15
208960,2022-05-25,10192,4,72.18
203748,2022-03-02,10411,6,49.17
206718,2022-09-30,10447,4,42.96
202581,2022-02-18,10145,8,61.43
201093,2022-11-28,10201,3,12.06
204500,2022-05-11,10417,3,44.44
208799,2022-02-12,10212,3,17.2
205710,2022-02-26,10461,8,33.0
209732,2022-02-19,10220,4,28.34
202875,2022-06-27,10240,1,46.1
203191,2022-10-20,10413,2,37.12
201837,2022-02-15,10397,10,64.88
200689,2022-06-19,10046,2,24.51
203759,2022-09-28,10035,3,47.21
202103,2022-12-02,10253,6,35.91
200365,2022-05-19,10390,8,14.62
208092,2022-09-04,10082,1,20.92
204172,2022-05-28,10371,9,30.72
206033,2022-08-18,10256,1,57.75
202378,2022-10-07,10197,10,41.76
201205,2022-05-05,10303,2,18.47
204988,2022-07-11,10409,3,30.87
205669,2022-03-21,10450,7,90.82
202735,2022-04-04,10010,9,35.01
209867,2022-08-14,10312,3,28.12
208490,2022-03-06,10286,8,42.35
200956,2022-03-29,10242,9,48.51
209306,2022-03-29,10251,10,26.36
206623,2022-07-20,10365,7,42.58
201474,2022-08-02,10005,4,28.09
204460,2022-07-23,10119,4,47.45
207002,2022-03-30,10289,4,36.05
206396,2022-03-02,10374,6,42.14
202828,2022-09-28,10065,4,22.66
202850,2022-04-04,10146,5,21.96
202964,2022-11-03,10224,9,53.13
204594,2022-01-27,10239,7,31.83
209141,2022-08-02,10177,8,38.19
206644,2022-03-15,10267,5,28.41
202850,2022-03-02,10341,5,51.9
200165,2022-07-05,10282,7,24.44
200919,2022-01-31,10063,8,30.94
208305,2022-08-07,10217,9,49.06
203504,2022-01-12,10342,2,59.53
200991,2022-10-29,10315,3,25.49
206047,2022-02-01,10283,2,88.22
203839,2022-06-09,10177,10,38.73
201258,2022-08-25,10461,7,19.66
207609,2022-08-15,10417,2,39.83
208706,2022-06-30,10098,2,27.34
204804,2022-11-13,10105,2,41.14
200067,2022-02-15,10099,4,32.41
209788,2022-12-07,10385,1,34.37
205660,2022-03-21,10405,2,20.99
204478,2022-05-15,10496,3,54.33
208210,2022-09-17,10311,7,18.58
203521,2022-11-04,10006,10,19.02
200572,2022-09-04,10476,1,39.79
207082,2022-06-08,10465,6,73.8
207832,2022-07-22,10197,3,27.76
205395,2022-04-22,10351,3,47.02
202258,2022-10-19,10133,4,56.64
206039,2022-11-06,10358,4,49.77
200650,2022-04-29,10259,7,28.34
205741,2022-01-17,10437,3,19.19
206838,2022-11-27,10023,8,10.98
202587,2022-08-15,10485,8,29.04
207876,2022-12-27,10053,7,59.68
203262,2022-04-27,10165,2,18.88
201338,2022-02-12,10202,5,47.0
204996,2022-04-25,10458,6,20.59
205780,2022-10-10,10083,10,34.92
202827,2022-02-06,10145,4,47.18
205232,2022-10-29,10085,10,23.81
202217,2022-04-23,10078,5,36.06
203539,2022-02-04,10457,9,26.91
207845,2022-05-12,10366,7,47.11
209229,2022-12-02,10001,2,37.25
204383,2022-12-02,10051,1,34.06
202961,2022-08-16,10173,2,72.18
203226,2022-05-27,10205,3,46.12
206837,2022-05-02,10260,2,23.45
207031,2022-03-22,10446,3,31.72
209290,2022-06-22,10449,10,31.88
209131,2022-06-03,10369,9,34.47
203716,2022-05-30,10488,4,117.01
203414,2022-02-27,10288,9,39.86
201448,2022-03-04,10034,3,11.97
200570,2022-06-05,10348,1,25.24
202904,2022-12-22,10095,5,12.6
202505,2022-11-18,10072,10,28.08
200917,2022-06-17,10039,10,12.26
206982,2022-06-15,10154,2,21.42
207427,2022-03-26,10250,4,15.48
206336,2022-05-17,10162,2,40.13
201678,2022-07-08,10438,2,33.12
200615,2022-01-02,10118,3,38.53
209941,2022-04-16,10259,5,31.43
207086,2022-12-30,10379,4,16.49
204749,2022-03-13,10306,2,42.81
203505,2022-05-06,10268,10,86.58
204529,2022-06-19,10449,2,40.63
201135,2022-07-24,10054,6,26.76
208566,2022-11-09,10236,7,16.22
207226,2022-12-03,10389,10,21.03
205162,2022-07-14,10478,6,41.53
200206,2022-06-07,10222,7,56.63
204875,2022-05-21,10251,1,37.73
201319,2022-10-02,10313,6,49.4
201141,2022-01-07,10401,3,47.17
204627,2022-02-23,10112,1,42.66
207389,2022-04-14,10255,8,23.83
202690,2022-12-08,10303,4,36.12
207323,2022-12-04,10407,10,21.67
203255,2022-03-02,10207,8,33.41
208281,2022-03-28,10229,10,39.07
205213,2022-09-15,10341,4,76.66
204108,2022-06-27,10398,4,17.2
203020,2022-08-30,10066,10,42.13
201857,2022-07-22,10075,4,69.45
208996,2022-01-31,10435,6,48.4
209136,2022-10-16,10103,9,50.22
202789,2022-03-21,10422,5,44.43
203875,2022-01-11,10192,10,63.38
207605,2022-09-11,10252,8,19.23
209802,2022-10-14,10226,8,16.56
208135,2022-06-25,10294,4,33.01
206055,2022-05-06,10306,10,11.24
203882,2022-02-16,10098,9,61.27
207175,2022-07-25,10338,9,60.97
207129,2022-04-17,10286,5,26.66
205021,2022-10-02,10335,6,27.51
204735,2022-12-03,10347,5,31.94
202387,2022-05-03,10435,3,33.99
206582,2022-05-14,10447,8,35.29
209133,2022-04-17,10482,9,43.78
205866,2022-11-01,10308,4,30.38
202566,2022-11-25,10249,9,53.07
200975,2022-02-19,10166,9,41.39
207212,2022-12-03,10481,7,24.45
209146,2022-04-05,10472,8,64.56
201262,2022-09-25,10335,3,16.79
205047,2022-01-23,10030,5,31.62
209135,2022-02-23,10247,3,53.7
207382,2022-09-11,10106,7,23.07
206231,2022-08-23,10051,6,38.66
203327,2022-02-28,10081,3,43.45
205630,2022-06-13,10133,9,21.54
202259,2022-09-16,10285,1,31.94
201257,2022-11-10,10388,10,30.62
200464,2022-08-04,10138,3,25.13
203294,2022-07-02,10184,10,104.67
206774,2022-02-26,10401,7,22.61
207431,2022-05-25,10330,3,54.73
201230,2022-03-31,10273,3,27.21
209076,2022-11-07,10340,2,19.23
203805,2022-02-14,10472,9,34.86
206419,2022-09-14,10069,4,45.81
205750,2022-01-21,10034,10,52.47
203856,2022-01-21,10262,6,72.32
203135,2022-02-21,10053,2,144.41
206953,2022-12-04,10450,9,37.53
209116,2022-06-20,10205,7,23.77
206034,2022-03-08,10126,10,41.53
204589,2022-04-23,10235,5,28.99
201546,2022-10-27,10043,7,52.61
206065,2022-06-09,10240,4,17.31
201094,2022-09-23,10459,10,108.22
202411,2022-11-16,10371,7,50.81
202617,2022-08-20,10111,2,14.27
208954,2022-11-21,10249,7,23.23
204145,2022-03-09,10151,4,49.8
202775,2022-01-28,10183,4,59.63
206628,2022-04-26,10336,1,17.53
203155,2022-02-20,10095,3,47.3
203970,2022-06-30,10459,5,12.51
207972,2022-09-17,10374,5,31.67
208775,2022-03-20,10400,2,57.74
205415,2022-09-30,10008,4,25.13
204331,2022-04-18,10388,1,15.59
201942,2022-03-15,10360,9,35.63
206026,2022-06-24,10388,1,24.47
208301,2022-07-03,10184,6,45.37
200191,2022-01-23,10281,7,21.27
209095,2022-10-01,10195,3,22.5
200861,2022-05-09,10352,1,12.06
206711,2022-10-18,10195,7,36.05
209275,2022-11-16,10155,3,30.56
200649,2022-07-05,10093,10,18.28
204134,2022-02-28,10160,6,36.48
207587,2022-01-01,10434,6,55.34
208828,2022-05-11,10061,4,29.73
201036,2022-03-08,10122,6,37.87
204131,2022-10-20,10051,10,37.96
202148,2022-10-12,10403,4,18.13
205457,2022-03-30,10277,8,92.6
206079,2022-04-10,10005,9,26.17
202430,2022-07-08,10466,2,45.97
201879,2022-12-12,10092,7,48.65
207542,2022-08-29,10170,9,30.88
202011,2022-09-27,10317,9,44.85
203373,2022-08-07,10022,5,37.45
207357,2022-06-25,10405,1,16.3
201289,2022-12-07,10326,6,28.05
201447,2022-08-21,10001,8,24.38
203199,2022-05-31,10133,1,26.29
206381,2022-10-04,10233,2,17.25
207522,2022-08-17,10012,1,58.16
206059,2022-06-20,10346,5,73.77
203183,2022-08-11,10046,2,54.0
205462,2022-08-01,10034,10,62.51
203216,2022-10-09,10433,10,27.87
203136,2022-02-10,10078,4,24.09
203318,2022-05-02,10218,1,22.44
202782,2022-08-15,10301,7,45.7
209182,2022-10-21,10411,8,37.1
207657,2022-03-29,10073,5,31.86
204920,2022-09-24,10282,2,63.28
206324,2022-01-29,10249,8,40.55
206327,2022-09-04,10047,1,21.77
208417,2022-11-12,10121,7,23.56
200776,2022-09-01,10214,1,46.57
205208,2022-03-02,10239,6,55.75
200687,2022-05-27,10056,6,43.63
200529,2022-06-23,10350,5,85.49
205067,2022-10-05,10107,2,75.0
208080,2022-11-30,10319,2,41.29
205518,2022-05-22,10048,9,21.77
202153,2022-02-13,10061,5,17.2
209486,2022-05-24,10337,5,27.28
206094,2022-12-19,10026,7,48.26
206974,2022-11-29,10292,6,82.54
209718,2022-02-24,10257,2,40.8
204774,2022-11-03,10008,1,59.4
207692,2022-12-24,10113,5,29.29
203103,2022-06-10,10355,4,45.21
202440,2022-10-12,10253,3,49.98
204135,2022-11-21,10180,2,12.31
207124,2022-07-17,10207,10,26.93
205201,2022-06-08,10303,2,53.24
200844,2022-03-21,10127,4,37.99
200446,2022-01-31,10056,2,18.21
203915,2022-04-22,10214,4,9.83
203109,2022-02-15,10014,3,27.58
201234,2022-12-19,10474,9,31.95
206587,2022-07-24,10028,7,21.29
200226,2022-02-21,10471,3,35.57
204143,2022-05-18,10078,8,42.66
207185,2022-03-15,10216,9,46.31
205558,2022-02-10,10386,7,10.2
200186,2022-03-18,10365,6,17.16
202535,2022-07-06,10154,4,28.44
201932,2022-02-21,10014,5,44.08
209040,2022-03-28,10187,8,42.29
202032,2022-04-19,10312,3,41.93
201252,2022-08-13,10371,2,27.34
205509,2022-09-05,10007,3,28.11
205074,2022-03-10,10003,7,23.01
201881,2022-04-30,10111,8,48.62
200269,2022-03-08,10407,1,20.9
201630,2022-03-02,10238,7,50.65
204405,2022-11-23,10363,9,36.74
206139,2022-07-10,10239,3,32.38
201574,2022-07-08,10493,3,23.85
201695,2022-05-31,10274,8,16.81
203258,2022-10-13,10294,4,23.95
203262,2022-04-06,10227,8,28.08
201445,2022-11-08,10371,5,10.13
206263,2022-11-05,10015,3,30.0
208411,2022-09-20,10192,4,52.57
200052,2022-04-07,10473,4,43.97
209949,2022-04-23,10119,8,25.84
205570,2022-05-05,10485,6,33.9
207579,2022-05-12,10028,7,25.08
201666,2022-05-01,10202,9,35.67
206901,2022-07-16,10039,6,71.53
202785,2022-10-21,10441,3,53.74
200719,2022-05-02,10273,3,42.97
208597,2022-10-09,10231,3,25.88
206855,2022-09-17,10086,10,48.18
202294,2022-02-08,10474,2,14.25
208263,2022-02-23,10126,1,29.19
209421,2022-06-10,10300,10,44.34
209759,2022-10-16,10025,1,47.95
204482,2022-07-19,10145,4,46.29
200698,2022-10-03,10013,3,38.38
207243,2022-01-16,10212,5,30.03
209018,2022-06-22,10025,9,43.34
205918,2022-09-05,10068,8,20.56
200348,2022-08-06,10394,9,21.71
205374,2022-03-28,10067,5,34.15
207869,2022-03-23,10233,8,36.11
200307,2022-03-03,10109,4,13.29
203416,2022-10-14,10146,5,41.58
204820,2022-02-11,10111,3,48.73
203558,2022-01-12,10228,5,31.86
204478,2022-11-17,10111,3,108.55
206531,2022-08-22,10470,5,23.54
204620,2022-11-25,10034,5,27.65
202985,2022-05-11,10111,6,27.18
208112,2022-04-25,10264,9,31.88
208467,2022-08-06,10424,1,28.1
202547,2022-05-17,10369,10,16.39
200336,2022-04-16,10236,6,25.2
202979,2022-06-28,10083,1,31.54
203968,2022-01-16,10042,6,61.21
200910,2022-08-30,10425,2,99.6
201996,2022-11-30,10101,8,64.57
203129,2022-08-14,10006,3,22.47
205447,2022-08-30,10180,10,23.39
206129,2022-05-21,10282,6,30.58
205850,2022-07-18,10320,6,80.82
204204,2022-04-22,10226,4,30.49
207446,2022-05-07,10443,5,17.05
208519,2022-01-21,10440,2,25.78
209991,2022-05-27,10315,10,48.35
200314,2022-03-30,10365,10,46.76
201134,2022-10-30,10454,8,29.96
204876,2022-07-22,10229,10,46.6
208102,2022-03-26,10377,7,10.63
209712,2022-06-16,10289,10,34.88
208347,2022-03-13,10437,6,50.92
205592,2022-10-25,10150,7,21.84
201724,2022-01-09,10277,1,21.8
203343,2022-10-08,10198,5,13.02
200886,2022-09-15,10070,7,73.33
200721,2022-10-02,10112,1,23.1
207678,2022-08-26,10004,2,37.36
209104,2022-01-20,10350,9,44.79
203357,2022-08-21,10331,3,70.53
200870,2022-08-09,10446,6,30.66
206751,2022-11-22,10318,7,25.29
200497,2022-01-17,10350,9,36.11
201756,2022-03-30,10095,5,62.93
201117,2022-07-15,10152,4,30.41
202828,2022-12-16,10311,2,20.54
201647,2022-03-25,10137,3,15.33
206992,2022-03-28,10247,5,17.98
206771,2022-11-03,10387,2,51.02
200142,2022-12-04,10243,4,28.21
202761,2022-06-03,10031,1,24.44
203435,2022-08-16,10040,4,23.15
206622,2022-09-21,10229,7,34.55
207069,2022-08-11,10036,3,29.38
204512,2022-05-01,10408,10,28.89
201848,2022-06-22,10223,8,65.02
202696,2022-01-04,10006,6,71.45
201717,2022-12-08,10322,6,14.81
203072,2022-05-08,10468,1,39.01
209259,2022-04-20,10220,5,22.46
202786,2022-12-21,10075,3,29.25
203791,2022-02-06,10004,10,38.65
209480,2022-03-12,10335,1,29.77
203871,2022-10-16,10134,8,37.16
201806,2022-01-31,10118,7,46.36
201504,2022-09-25,10369,7,38.37
203308,2022-01-11,10094,10,23.96
207117,2022-12-10,10486,10,24.18
205048,2022-11-24,10435,10,16.12
208263,2022-02-01,10062,4,21.61
201690,2022-02-26,10441,6,88.33
209536,2022-06-15,10194,9,22.29
203303,2022-07-07,10335,3,18.23
203113,2022-12-08,10203,9,38.86
209074,2022-01-19,10392,4,31.34
207850,2022-04-26,10026,5,30.03
206416,2022-07-03,10435,7,66.99
201504,2022-09-27,10173,6,43.58
208924,2022-02-02,10300,10,25.41
209940,2022-01-10,10133,8,26.78
203924,2022-03-21,10326,8,25.76
208615,2022-07-11,10410,8,51.28
209783,2022-11-16,10118,3,28.39
204485,2022-07-09,10324,10,13.51
208100,2022-03-09,10275,6,32.32
208684,2022-12-14,10212,7,15.36
200191,2022-05-05,10225,9,98.7
208690,2022-12-02,10020,10,20.43
204917,2022-02-28,10113,10,30.54
205831,2022-04-07,10140,4,37.68
209448,2022-10-02,10047,5,28.66
204322,2022-05-29,10001,8,28.65
206999,2022-10-05,10090,1,40.89
209008,2022-09-22,10142,6,71.03
207282,2022-01-09,10320,4,48.61
209665,2022-10-10,10038,5,69.36
209278,2022-09-30,10293,5,19.62
201874,2022-10-28,10382,2,38.81
209062,2022-01-08,10139,8,35.79
204763,2022-07-27,10356,2,39.47
208464,2022-05-05,10333,4,65.9
209221,2022-05-03,10491,5,29.65
201051,2022-02-02,10259,1,27.04
209765,2022-01-01,10161,6,43.25
207538,2022-07-23,10390,2,13.61
207411,2022-01-06,10178,5,29.42
206320,2022-10-24,10010,6,30.97
202105,2022-01-05,10261,8,20.9
200307,2022-03-21,10407,9,56.18
207737,2022-10-01,10138,6,19.47
203359,2022-06-26,10172,5,30.94
203176,2022-12-04,10386,4,38.34
201251,2022-11-17,10013,2,65.15
205366,2022-12-05,10168,2,32.94
201517,2022-05-16,10130,7,52.88
206226,2022-01-25,10084,5,47.01
205305,2022-11-21,10321,7,35.22
209570,2022-07-02,10319,1,19.21
205869,2022-06-17,10101,1,16.16
208039,2022-12-04,10329,5,34.93
204891,2022-06-27,10273,2,25.25
204992,2022-04-05,10265,8,52.44
201961,2022-02-02,10459,3,48.08
202863,2022-04-21,10399,1,30.2
206603,2022-05-26,10408,2,18.56
204567,2022-08-19,10038,10,42.75
206513,2022-09-29,10419,10,19.91
204005,2022-12-02,10094,7,22.66
209114,2022-02-07,10095,6,20.29
200183,2022-05-15,10305,8,30.9
207755,2022-11-30,10069,7,59.45
203358,2022-08-23,10318,10,33.03
206615,2022-11-15,10444,8,26.53
209590,2022-12-11,10236,3,15.44
206797,2022-06-09,10434,6,43.64
208728,2022-02-07,10334,7,22.42
207678,2022-05-30,10373,10,35.12
205698,2022-11-04,10376,1,27.74
201273,2022-01-29,10459,1,50.35
206653,2022-05-24,10137,7,30.61
201096,2022-03-17,10418,3,32.15
209497,2022-05-25,10076,3,42.22
209107,2022-08-17,10483,5,94.96
208002,2022-03-05,10035,6,51.64
204247,2022-12-13,10001,2,31.68
209220,2022-12-11,10296,3,33.17
205314,2022-09-26,10320,6,25.47
203354,2022-11-24,10406,3,20.59
200270,2022-07-03,10060,5,25.12
201186,2022-09-18,10320,9,22.51
206305,2022-09-25,10349,3,45.91
202398,2022-06-18,10328,6,19.38
206995,2022-09-16,10267,5,64.5
207299,2022-08-15,10361,5,48.23
204182,2022-02-02,10229,6,33.46
209903,2022-08-02,10270,6,33.12
202230,2022-02-19,10316,1,25.06
206511,2022-07-29,10286,9,37.9
200128,2022-01-29,10291,5,57.06
209461,2022-02-08,10213,1,23.3
203672,2022-12-13,10165,8,15.38
209793,2022-04-10,10005,7,47.07
204765,2022-06-22,10339,7,38.95
203970,2022-01-17,10379,5,18.91
207545,2022-02-25,10078,1,22.95
205552,2022-08-14,10410,9,21.55
200627,2022-02-15,10062,9,23.05
206589,2022-03-08,10132,8,28.17
202044,2022-07-16,10089,5,28.98
202341,2022-05-22,10237,3,23.92
205884,2022-11-19,10042,8,22.67
208185,2022-01-23,10089,1,29.54
200249,2022-04-04,10402,3,36.01
202925,2022-08-30,10296,7,28.27
205043,2022-08-25,10328,4,59.11
200974,2022-02-23,10295,7,42.69
209517,2022-05-18,10104,5,14.95
207192,2022-11-29,10014,6,43.03
209175,2022-09-29,10288,7,44.83
209080,2022-02-10,10179,10,26.65
202672,2022-04-08,10125,7,15.68
207279,2022-07-02,10422,7,33.25
207531,2022-05-08,10353,7,32.99
209518,2022-08-17,10023,7,18.9
208662,2022-11-13,10063,3,16.03
201987,2022-03-27,10143,3,31.7
200090,2022-09-13,10481,7,29.47
208721,2022-07-28,10153,2,26.88
204059,2022-08-03,10145,2,31.76
202773,2022-04-10,10225,3,19.08
209878,2022-02-18,10495,4,26.64
208383,2022-07-20,10450,6,43.24
207409,2022-09-15,10462,8,27.8
204440,2022-06-27,10309,10,14.35
207347,2022-09-02,10104,10,26.14
201008,2022-05-03,10104,7,19.39
203783,2022-12-08,10435,4,37.85
206646,2022-06-20,10039,2,38.84
204298,2022-11-29,10435,2,14.45
204668,2022-05-16,10198,4,48.4
204287,2022-02-28,10134,6,18.99
202052,2022-07-12,10067,3,72.21
206009,2022-09-25,10391,6,32.32
201716,2022-09-17,10179,5,17.76
200310,2022-04-05,10456,5,18.71
204538,2022-05-05,10042,2,39.41
201260,2022-02-10,10448,8,27.23
203932,2022-09-11,10500,5,31.55
200584,2022-01-07,10015,2,74.17
207616,2022-08-04,10111,7,23.34
208551,2022-03-10,10157,9,34.12
202866,2022-03-10,10289,9,67.35
205898,2022-03-22,10500,1,37.91
202011,2022-01-30,10478,7,14.83
206251,2022-03-14,10231,9,42.64
